cluster,cluster_description,cluster_weight,cluster_ef_sample,cluster_n_sample,cluster_count,cluster_desc_relative
302.0,0.5 <= cat__embark_town_Cherbourg <= 2.0 AND -1.0 <= bool__alone_0 <= 0.5 AND -1.0 <= cat__deck_D <= 0.5 AND 0.5 <= cat__class_Third <= 2.0 AND -1.0 <= cat__who_man <= 0.5,8.004054054054054,0.6,5.0,1.0,"cat__embark_town_Cherbourg = Percentile 100, bool__alone_0 = Percentile 20, cat__deck_D = Percentile 20, cat__class_Third = Percentile 100, cat__who_man = Percentile 20."
303.0,0.5 <= cat__embark_town_Cherbourg <= 2.0 AND 0.229006 <= num__pclass <= 1.82737724386597 AND 0.5 <= cat__sex_female <= 2.0 AND -1.0 <= cat__embarked_S <= 0.5 AND -1.0 <= cat__who_child <= 0.5,7.228978978978979,0.4444444444444445,9.0,1.0,"cat__embark_town_Cherbourg = Percentile 100, num__pclass = Percentile 100, cat__sex_female = Percentile 100, cat__embarked_S = Percentile 20, cat__who_child = Percentile 20."
304.0,-1.6484216535389205 <= num__fare <= 2.352359 AND -1.0 <= cat__deck_D <= 0.5 AND -1.0 <= cat__class_Third <= 0.5 AND -1.0 <= cat__who_man <= 0.5 AND 0.5 <= cat__class_First <= 2.0,10.02027027027027,1.0,29.0,1.0,"num__fare = Percentile 100, cat__deck_D = Percentile 20, cat__class_Third = Percentile 20, cat__who_man = Percentile 20, cat__class_First = Percentile 100."
305.0,2.352359 <= num__fare <= 10.667166525013505 AND -1.0 <= cat__deck_D <= 0.5 AND -1.0 <= cat__class_Third <= 0.5 AND -1.0 <= cat__who_man <= 0.5 AND 0.5 <= cat__class_First <= 2.0,9.592117117117116,0.9166666666666666,12.0,1.0,"num__fare = Percentile 100, cat__deck_D = Percentile 20, cat__class_Third = Percentile 20, cat__who_man = Percentile 20, cat__class_First = Percentile 100."
306.0,-1.6484216535389205 <= num__fare <= -0.489861 AND -0.527312 <= num__age <= 4.891554451560014 AND 0.229006 <= num__pclass <= 1.82737724386597 AND -1.0 <= bool__alone_0 <= 0.5 AND 0.5 <= cat__embarked_S <= 2.0 AND -1.0 <= cat__who_man <= 0.5,8.336036036036035,0.6666666666666666,3.0,1.0,"num__fare = Percentile 20, num__age = Percentile 100, num__pclass = Percentile 100, bool__alone_0 = Percentile 20, cat__embarked_S = Percentile 100, cat__who_man = Percentile 20."
307.0,-1.0 <= bool__adult_male_0 <= 0.5 AND -0.122025 <= num__fare <= 10.667166525013505 AND 0.318037 <= num__age <= 4.891554451560014 AND 0.5 <= bool__alone_0 <= 2.0 AND -1.0 <= cat__class_Second <= 0.5,7.365103338632751,0.47058823529411764,17.0,1.0,"bool__adult_male_0 = Percentile 20, num__fare = Percentile 100, num__age = Percentile 100, bool__alone_0 = Percentile 100, cat__class_Second = Percentile 20."
308.0,0.5 <= cat__embarked_C <= 2.0 AND -0.527312 <= num__age <= 4.891554451560014 AND 0.229006 <= num__pclass <= 1.82737724386597 AND 0.5 <= cat__sex_female <= 2.0 AND -1.0 <= cat__embarked_S <= 0.5,7.862548262548263,0.5714285714285714,7.0,1.0,"cat__embarked_C = Percentile 100, num__age = Percentile 100, num__pclass = Percentile 100, cat__sex_female = Percentile 100, cat__embarked_S = Percentile 20."
309.0,0.5 <= bool__adult_male_0 <= 2.0 AND -1.6484216535389205 <= num__fare <= -0.487596 AND -1.0 <= cat__class_Second <= 0.5 AND 0.5 <= bool__alone_1 <= 2.0 AND -1.0 <= cat__embarked_Q <= 0.5,8.644471744471744,0.7272727272727273,11.0,1.0,"bool__adult_male_0 = Percentile 100, num__fare = Percentile 20, cat__class_Second = Percentile 20, bool__alone_1 = Percentile 100, cat__embarked_Q = Percentile 20."
310.0,-3.224156079948338 <= num__age <= 1.04811 AND 0.146978 <= num__parch <= 7.974147318082627 AND 0.5 <= cat__class_Second <= 2.0 AND -1.0 <= bool__adult_male_1 <= 0.5,9.79882491186839,0.9565217391304348,23.0,1.0,"num__age = Percentile 20, num__parch = Percentile 100, cat__class_Second = Percentile 100, bool__adult_male_1 = Percentile 20."
311.0,-0.066212 <= num__age <= 1.04811 AND -1.4736736092984604 <= num__parch <= 0.146978 AND 0.5 <= cat__class_Second <= 2.0 AND -1.0 <= bool__adult_male_1 <= 0.5,9.677477477477478,0.9333333333333333,15.0,1.0,"num__age = Percentile 80, num__parch = Percentile 20, cat__class_Second = Percentile 100, bool__adult_male_1 = Percentile 20."
